id,current_word_id,next_word_id,occurrence,is_updated
297,525,39752,4,0
298,525,29839,3,0
299,525,20356,2,0
300,525,53593,1,0
301,527,14367,10,0
302,527,36767,9,0
303,527,15970,8,0
304,527,14492,7,0
305,527,55422,6,0
306,527,4508,5,0
307,527,14299,4,0
308,527,39752,3,0
309,527,18908,2,0
310,527,20356,1,0
311,530,36767,10,0
312,530,39752,9,0
313,530,20356,8,0
314,530,14299,7,0
315,530,18908,6,0
316,530,10859,5,0
317,530,55422,4,0
318,530,30239,3,0
319,530,4820,2,0
320,530,29839,1,0
321,533,53602,10,0
322,533,53593,9,0
323,533,29839,8,0
324,533,14492,7,0
325,533,30280,6,0
326,533,30239,5,0
327,533,46883,4,0
328,533,31249,3,0
329,533,48807,2,0
330,533,33234,1,0
331,545,53602,10,0
332,545,53593,9,0
333,545,29839,8,0
334,545,30239,7,0
335,545,14492,6,0
336,545,46883,5,0
337,545,30280,4,0
338,545,48807,3,0
339,545,55422,2,0
340,545,31249,1,0
341,546,4820,10,0
342,546,14367,9,0
343,546,50305,8,0
344,546,55422,7,0
345,546,39752,6,0
346,546,19757,5,0
347,546,14492,4,0
348,546,15970,3,0
349,546,18908,2,0
350,546,20356,1,0
351,547,55422,10,0
352,547,30239,9,0
353,547,29839,8,0
354,547,53593,7,0
355,547,53602,6,0
356,547,30280,5,0
357,547,33234,4,0
358,547,4508,3,0
359,547,8773,2,0
360,547,8968,1,0
361,552,53602,10,0
362,552,53593,9,0
363,552,30239,8,0
364,552,55422,7,0
365,552,29839,6,0
366,552,14492,5,0
367,552,30280,4,0
368,552,33156,3,0
369,552,33234,2,0
370,552,51903,1,0
371,554,55422,10,0
372,554,30239,9,0
373,554,53593,8,0
374,554,53602,7,0
375,554,29839,6,0
376,554,14492,5,0
377,554,30280,4,0
378,554,4508,3,0
379,554,33234,2,0
380,554,8773,1,0
381,601,39752,10,0
382,601,55422,9,0
383,601,50305,8,0
384,601,20356,7,0
385,601,14299,6,0
386,601,18908,5,0
387,601,4508,4,0
388,601,26488,3,0
389,601,10859,2,0
390,601,4820,1,0
391,604,55422,10,0
392,604,39752,9,0
393,604,14367,8,0
394,604,20356,7,0
395,604,30280,6,0
396,604,18908,5,0
397,604,14299,4,0
398,604,50305,3,0
399,604,14492,2,0
400,604,15970,1,0
401,617,55422,10,0
402,617,30239,9,0
403,617,51903,8,0
404,617,4508,7,0
405,617,18908,6,0
406,617,29839,5,0
407,617,30999,4,0
408,617,50305,3,0
409,617,33156,2,0
410,617,4820,1,0
411,630,55422,10,0
412,630,4508,9,0
413,630,4749,8,0
414,630,36767,7,0
415,630,4820,6,0
416,630,50305,5,0
417,630,14299,4,0
418,630,30280,3,0
419,630,39752,2,0
420,630,18908,1,0
421,631,55422,10,0
422,631,4508,9,0
423,631,4749,8,0
424,631,50305,7,0
425,631,36767,6,0
426,631,14299,5,0
427,631,18908,4,0
428,631,4820,3,0
429,631,39752,2,0
430,631,30280,1,0
431,675,36767,10,0
432,675,14299,9,0
433,675,55422,8,0
434,675,4508,7,0
435,675,18908,6,0
436,675,4820,5,0
437,675,20356,4,0
438,675,39752,3,0
439,675,50305,2,0
440,675,62,1,0
441,676,36767,10,0
442,676,4820,9,0
443,676,20356,8,0
444,676,30239,7,0
445,676,18908,6,0
446,676,29839,5,0
447,676,55422,4,0
448,676,14299,3,0
449,676,53593,2,0
450,676,39752,1,0
451,693,50305,10,0
452,693,14299,9,0
453,693,36767,8,0
454,693,18908,7,0
455,693,30280,6,0
456,693,39752,5,0
457,693,20356,4,0
458,693,55422,3,0
459,693,4820,2,0
460,693,14492,1,0
461,717,55422,10,0
462,717,4508,9,0
463,717,4749,8,0
464,717,14367,7,0
465,717,21128,6,0
466,717,24593,5,0
467,717,20289,4,0
468,717,20356,3,0
469,717,14994,2,0
470,717,50305,1,0
471,735,20356,10,0
472,735,39752,9,0
473,735,30239,8,0
474,735,55422,7,0
475,735,18908,6,0
476,735,36767,5,0
477,735,14299,4,0
478,735,14367,3,0
479,735,30280,2,0
480,735,29839,1,0
481,752,14367,10,0
482,752,14492,9,0
483,752,15970,8,0
484,752,39752,7,0
485,752,55422,6,0
486,752,18908,5,0
487,752,20356,4,0
488,752,50305,3,0
489,752,14299,2,0
490,752,36767,1,0
491,763,14492,10,0
492,763,53602,9,0
493,763,53593,8,0
494,763,55422,7,0
495,763,29839,6,0
496,763,18908,5,0
497,763,30239,4,0
498,763,14367,3,0
499,763,15970,2,0
500,763,39752,1,0
501,769,14492,10,0
502,769,53593,9,0
503,769,53602,8,0
504,769,30280,7,0
505,769,30239,6,0
506,769,15970,5,0
507,769,29839,4,0
508,769,14367,3,0
509,769,55422,2,0
510,769,18908,1,0
511,782,30239,10,0
512,782,29839,9,0
513,782,14367,8,0
514,782,53602,7,0
515,782,53593,6,0
516,782,55422,5,0
517,782,46883,4,0
518,782,30280,3,0
519,782,48807,2,0
520,782,8773,1,0
521,784,30239,10,0
522,784,29839,9,0
523,784,30280,8,0
524,784,55422,7,0
525,784,53602,6,0
526,784,53593,5,0
527,784,46883,4,0
528,784,14367,3,0
529,784,4820,2,0
530,784,18908,1,0
531,785,29839,10,0
532,785,14367,9,0
533,785,30239,8,0
534,785,30280,7,0
535,785,55422,6,0
536,785,53602,5,0
537,785,53593,4,0
538,785,14492,3,0
539,785,8773,2,0
540,785,8968,1,0
541,786,30239,10,0
542,786,55422,9,0
543,786,14367,8,0
544,786,29839,7,0
545,786,18908,6,0
546,786,30280,5,0
547,786,20356,4,0
548,786,39752,3,0
549,786,36767,2,0
550,786,4820,1,0
551,803,30239,10,0
552,803,29839,9,0
553,803,53602,8,0
554,803,30280,7,0
555,803,53593,6,0
556,803,14367,5,0
557,803,46883,4,0
558,803,55422,3,0
559,803,4820,2,0
560,803,33156,1,0
561,864,14367,10,0
562,864,14492,9,0
563,864,39752,8,0
564,864,15970,7,0
565,864,55422,6,0
566,864,50305,5,0
567,864,18908,4,0
568,864,20356,3,0
569,864,42060,2,0
570,864,30239,1,0
571,866,14367,10,0
572,866,20356,9,0
573,866,14492,8,0
574,866,39752,7,0
575,866,18908,6,0
576,866,55422,5,0
577,866,50305,4,0
578,866,30280,3,0
579,866,15970,2,0
580,866,36767,1,0
581,868,14367,10,0
582,868,20356,9,0
583,868,15970,8,0
584,868,55422,7,0
585,868,18908,6,0
586,868,42060,5,0
587,868,14492,4,0
588,868,48871,3,0
589,868,39752,2,0
590,868,30280,1,0
591,873,14367,10,0
592,873,39752,9,0
593,873,14492,8,0
594,873,15970,7,0
595,873,20356,6,0
596,873,55422,5,0
597,873,18908,4,0
598,873,20289,3,0
599,873,62,2,0
600,873,50305,1,0
601,886,30280,10,0
602,886,30239,9,0
603,886,29839,8,0
604,886,14492,7,0
605,886,8943,6,0
606,886,53602,5,0
607,886,37237,4,0
608,886,53593,3,0
609,886,39752,2,0
610,886,33234,1,0
611,911,29309,10,0
612,911,18908,9,0
613,911,30280,8,0
614,911,26488,7,0
615,911,30239,6,0
616,911,29839,5,0
617,911,35787,4,0
618,911,14299,3,0
619,911,35061,2,0
620,911,53602,1,0
621,976,39752,10,0
622,976,20356,9,0
623,976,50305,8,0
624,976,55422,7,0
625,976,14367,6,0
626,976,42060,5,0
627,976,18908,4,0
628,976,14299,3,0
629,976,15970,2,0
630,976,36270,1,0
631,980,30280,10,0
632,980,30239,9,0
633,980,29839,8,0
634,980,55422,7,0
635,980,29309,6,0
636,980,33234,5,0
637,980,31249,4,0
638,980,32579,3,0
639,980,20356,2,0
640,980,4508,1,0
641,981,30280,10,0
642,981,29839,9,0
643,981,30239,8,0
644,981,55422,7,0
645,981,20356,6,0
646,981,32579,5,0
647,981,14492,4,0
648,981,14367,3,0
649,981,29309,2,0
650,981,33234,1,0
651,987,39752,10,0
652,987,14367,9,0
653,987,20289,8,0
654,987,55422,7,0
655,987,42060,6,0
656,987,20356,5,0
657,987,18908,4,0
658,987,50305,3,0
659,987,42013,2,0
660,987,62,1,0
661,995,14367,10,0
662,995,14492,9,0
663,995,15970,8,0
664,995,36270,7,0
665,995,20356,6,0
666,995,55422,5,0
667,995,4820,4,0
668,995,39752,3,0
669,995,50305,2,0
670,995,18908,1,0
671,1015,42013,10,0
672,1015,30280,9,0
673,1015,29839,8,0
674,1015,55422,7,0
675,1015,30239,6,0
676,1015,53602,5,0
677,1015,18908,4,0
678,1015,53593,3,0
679,1015,14492,2,0
680,1015,14367,1,0
681,1035,29839,10,0
682,1035,30239,9,0
683,1035,30280,8,0
684,1035,14367,7,0
685,1035,20356,6,0
686,1035,18908,5,0
687,1035,53602,4,0
688,1035,39752,3,0
689,1035,8773,2,0
690,1035,53593,1,0
691,1042,29839,10,0
692,1042,30239,9,0
693,1042,30280,8,0
694,1042,53602,7,0
695,1042,8773,6,0
696,1042,53593,5,0
697,1042,14492,4,0
698,1042,8968,3,0
699,1042,51989,2,0
700,1042,14367,1,0
701,1055,29839,10,0
702,1055,30280,9,0
703,1055,30239,8,0
704,1055,14492,7,0
705,1055,53602,6,0
706,1055,53593,5,0
707,1055,8773,4,0
708,1055,20356,3,0
709,1055,55422,2,0
710,1055,18908,1,0
711,1087,30239,10,0
712,1087,53602,9,0
713,1087,53593,8,0
714,1087,55422,7,0
715,1087,18908,6,0
716,1087,29839,5,0
717,1087,30280,4,0
718,1087,36767,3,0
719,1087,14492,2,0
720,1087,14367,1,0
721,1095,30280,10,0
722,1095,14367,9,0
723,1095,30239,8,0
724,1095,14492,7,0
725,1095,29839,6,0
726,1095,55422,5,0
727,1095,53593,4,0
728,1095,53602,3,0
729,1095,36767,2,0
730,1095,8773,1,0
731,1096,36767,10,0
732,1096,55422,9,0
733,1096,18908,8,0
734,1096,30239,7,0
735,1096,20356,6,0
736,1096,39752,5,0
737,1096,30280,4,0
738,1096,4508,3,0
739,1096,29839,2,0
740,1096,14367,1,0
741,1149,20356,10,0
742,1149,55422,9,0
743,1149,39752,8,0
744,1149,14367,7,0
745,1149,18908,6,0
746,1149,4820,5,0
747,1149,50305,4,0
748,1149,29839,3,0
749,1149,4508,2,0
750,1149,14299,1,0
751,1157,20356,10,0
752,1157,55422,9,0
753,1157,14367,8,0
754,1157,42060,7,0
755,1157,14299,6,0
756,1157,36270,5,0
757,1157,18908,4,0
758,1157,14492,3,0
759,1157,30280,2,0
760,1157,35787,1,0
761,1207,14367,10,0
762,1207,55422,9,0
763,1207,39752,8,0
764,1207,18908,7,0
765,1207,14492,6,0
766,1207,20356,5,0
767,1207,15970,4,0
768,1207,62,3,0
769,1207,30239,2,0
770,1207,14299,1,0
771,1210,14367,10,0
772,1210,55422,9,0
773,1210,11358,8,0
774,1210,18908,7,0
775,1210,39752,6,0
776,1210,20356,5,0
777,1210,14492,4,0
778,1210,62,3,0
779,1210,15970,2,0
780,1210,4820,1,0
781,1211,55422,10,0
782,1211,14367,9,0
783,1211,18908,8,0
784,1211,14299,7,0
785,1211,39752,6,0
786,1211,4508,5,0
787,1211,50305,4,0
788,1211,36767,3,0
789,1211,4820,2,0
790,1211,20356,1,0
791,1245,39752,10,0
792,1245,14367,9,0
793,1245,20356,8,0
794,1245,55422,7,0
795,1245,14492,6,0
796,1245,29309,5,0
797,1245,18908,4,0
798,1245,42060,3,0
799,1245,29839,2,0
800,1245,15970,1,0
801,1272,14367,10,0
802,1272,14492,9,0
803,1272,15970,8,0
804,1272,18908,7,0
805,1272,50305,6,0
806,1272,55422,5,0
807,1272,39752,4,0
808,1272,37237,3,0
809,1272,29839,2,0
810,1272,30239,1,0
811,1295,42013,10,0
812,1295,30239,9,0
813,1295,55422,8,0
814,1295,29839,7,0
815,1295,4936,6,0
816,1295,53602,5,0
817,1295,53593,4,0
818,1295,46883,3,0
819,1295,18908,2,0
820,1295,8773,1,0
821,1345,36767,10,0
822,1345,30239,9,0
823,1345,14367,8,0
824,1345,20356,7,0
825,1345,30280,6,0
826,1345,18908,5,0
827,1345,55422,4,0
828,1345,26488,3,0
829,1345,29839,2,0
830,1345,50305,1,0
831,1353,14367,10,0
832,1353,14492,9,0
833,1353,55422,8,0
834,1353,30280,7,0
835,1353,36767,6,0
836,1353,20356,5,0
837,1353,15970,4,0
838,1353,18908,3,0
839,1353,39752,2,0
840,1353,4508,1,0
841,1358,20356,10,0
842,1358,29839,9,0
843,1358,14367,8,0
844,1358,31470,7,0
845,1358,4820,6,0
846,1358,42060,5,0
847,1358,39752,4,0
848,1358,14299,3,0
849,1358,29309,2,0
850,1358,50305,1,0
851,1359,31508,10,0
852,1359,9522,9,0
853,1359,52966,8,0
854,1359,35147,7,0
855,1359,30819,6,0
856,1359,30268,5,0
857,1359,29309,4,0
858,1359,5950,3,0
859,1359,32359,2,0
860,1359,18908,1,0
861,1361,14367,10,0
862,1361,20356,9,0
863,1361,8773,8,0
864,1361,31470,7,0
865,1361,29839,6,0
866,1361,29309,5,0
867,1361,30239,4,0
868,1361,39752,3,0
869,1361,30280,2,0
870,1361,42060,1,0
871,1386,14367,10,0
872,1386,14492,9,0
873,1386,15970,8,0
874,1386,20356,7,0
875,1386,55422,6,0
876,1386,18908,5,0
877,1386,39752,4,0
878,1386,30239,3,0
879,1386,50305,2,0
880,1386,29839,1,0
881,1391,14367,8,0
882,1391,42013,7,0
883,1391,15970,6,0
884,1391,34643,5,0
885,1391,14492,4,0
886,1391,41969,3,0
887,1391,29839,2,0
888,1391,8773,1,0
889,1418,14367,10,0
890,1418,15970,9,0
891,1418,20356,8,0
892,1418,14492,7,0
893,1418,39752,6,0
894,1418,42060,5,0
895,1418,55422,4,0
896,1418,18908,3,0
897,1418,26684,2,0
898,1418,20289,1,0
899,1423,14367,10,0
900,1423,20356,9,0
901,1423,55422,8,0
902,1423,14492,7,0
903,1423,39752,6,0
904,1423,18908,5,0
905,1423,15970,4,0
906,1423,41438,3,0
907,1423,42060,2,0
908,1423,26685,1,0
909,1430,20356,10,0
910,1430,30239,9,0
911,1430,36270,8,0
912,1430,29839,7,0
913,1430,42046,6,0
914,1430,14638,5,0
915,1430,30280,4,0
916,1430,18908,3,0
917,1430,62,2,0
918,1430,55422,1,0
919,1434,51903,10,0
920,1434,14638,9,0
921,1434,20356,8,0
922,1434,14299,7,0
923,1434,39752,6,0
924,1434,50305,5,0
925,1434,36767,4,0
926,1434,4508,3,0
927,1434,4820,2,0
928,1434,30999,1,0
929,1440,14638,10,0
930,1440,20356,9,0
931,1440,50305,8,0
932,1440,39752,7,0
933,1440,30280,6,0
934,1440,36767,5,0
935,1440,18908,4,0
936,1440,14299,3,0
937,1440,55422,2,0
938,1440,36270,1,0
939,1444,14367,10,0
940,1444,26668,9,0
941,1444,14492,8,0
942,1444,55422,7,0
943,1444,15970,6,0
944,1444,47873,5,0
945,1444,20356,4,0
946,1444,62,3,0
947,1444,50305,2,0
948,1444,30280,1,0
949,1485,14367,10,0
950,1485,39752,9,0
951,1485,18908,8,0
952,1485,4820,7,0
953,1485,50305,6,0
954,1485,14299,5,0
955,1485,36767,4,0
956,1485,37237,3,0
957,1485,55422,2,0
958,1485,4508,1,0
959,1493,14367,10,0
960,1493,18908,9,0
961,1493,39752,8,0
962,1493,20356,7,0
963,1493,36767,6,0
964,1493,50305,5,0
965,1493,14299,4,0
966,1493,15970,3,0
967,1493,4820,2,0
968,1493,55422,1,0
969,1495,14492,10,0
970,1495,30280,9,0
971,1495,30239,8,0
972,1495,29839,7,0
973,1495,53602,6,0
974,1495,53593,5,0
975,1495,14367,4,0
976,1495,8943,3,0
977,1495,30321,2,0
978,1495,15970,1,0
979,1496,14492,10,0
980,1496,53602,9,0
981,1496,30239,8,0
982,1496,53593,7,0
983,1496,30280,6,0
984,1496,29839,5,0
985,1496,14367,4,0
986,1496,15970,3,0
987,1496,55422,2,0
988,1496,18908,1,0
989,1502,14492,10,0
990,1502,30239,9,0
991,1502,14367,8,0
992,1502,30280,7,0
993,1502,53602,6,0
994,1502,20356,5,0
995,1502,53593,4,0
996,1502,29839,3,0
997,1502,15970,2,0
998,1502,18908,1,0
999,1505,30280,10,0
1000,1505,14492,9,0
1001,1505,30239,8,0
1002,1505,29839,7,0
1003,1505,55422,6,0
1004,1505,14367,5,0
1005,1505,15970,4,0
1006,1505,20356,3,0
1007,1505,53602,2,0
1008,1505,53593,1,0
1009,1507,18908,10,0
1010,1507,55422,9,0
1011,1507,14367,8,0
1012,1507,20356,7,0
1013,1507,15970,6,0
1014,1507,39752,5,0
1015,1507,14492,4,0
1016,1507,36767,3,0
1017,1507,30239,2,0
1018,1507,62,1,0
1019,1510,20356,10,0
1020,1510,55422,9,0
1021,1510,14367,8,0
1022,1510,4508,7,0
1023,1510,18908,6,0
1024,1510,20289,5,0
1025,1510,39752,4,0
1026,1510,15970,3,0
1027,1510,36270,2,0
1028,1510,4820,1,0
1029,1532,20356,10,0
1030,1532,30239,9,0
1031,1532,29839,8,0
1032,1532,30280,7,0
1033,1532,39752,6,0
1034,1532,36767,5,0
1035,1532,4820,4,0
1036,1532,18908,3,0
1037,1532,55422,2,0
1038,1532,14492,1,0
1039,1585,55422,10,0
1040,1585,20356,9,0
1041,1585,39752,8,0
1042,1585,14367,7,0
1043,1585,62,6,0
1044,1585,4820,5,0
1045,1585,14299,4,0
1046,1585,18908,3,0
1047,1585,31470,2,0
1048,1585,33223,1,0
1049,1622,37237,10,0
1050,1622,32995,9,0
1051,1622,15420,8,0
1052,1622,40115,7,0
1053,1622,14492,6,0
1054,1622,21254,5,0
1055,1622,57249,4,0
1056,1622,55144,3,0
1057,1622,15970,2,0
1058,1622,53602,1,0
1059,1623,30239,10,0
1060,1623,55422,9,0
1061,1623,62,8,0
1062,1623,29839,7,0
1063,1623,30280,6,0
1064,1623,39752,5,0
1065,1623,20356,4,0
1066,1623,20289,3,0
1067,1623,35061,2,0
1068,1623,26488,1,0
1069,1629,55422,10,0
1070,1629,33156,9,0
1071,1629,39752,8,0
1072,1629,20356,7,0
1073,1629,14367,6,0
1074,1629,30280,5,0
1075,1629,4508,4,0
1076,1629,51903,3,0
1077,1629,35061,2,0
1078,1629,30239,1,0
1079,1634,30280,10,0
1080,1634,55422,9,0
1081,1634,30239,8,0
1082,1634,29839,7,0
1083,1634,33156,6,0
1084,1634,14492,5,0
1085,1634,53593,4,0
1086,1634,20356,3,0
1087,1634,39752,2,0
1088,1634,35061,1,0
1089,1635,55422,10,0
1090,1635,30280,9,0
1091,1635,30239,8,0
1092,1635,29839,7,0
1093,1635,33156,6,0
1094,1635,4508,5,0
1095,1635,39752,4,0
1096,1635,35061,3,0
1097,1635,36767,2,0
1098,1635,62,1,0
1099,1653,57249,10,0
1100,1653,30280,9,0
1101,1653,14492,8,0
1102,1653,29839,7,0
1103,1653,8943,6,0
1104,1653,8773,5,0
1105,1653,30239,4,0
1106,1653,53593,3,0
1107,1653,53602,2,0
1108,1653,35061,1,0
1109,1654,29839,10,0
1110,1654,30239,9,0
1111,1654,30280,8,0
1112,1654,57249,7,0
1113,1654,55422,6,0
1114,1654,53602,5,0
1115,1654,53593,4,0
1116,1654,39038,3,0
1117,1654,37237,2,0
1118,1654,14492,1,0
1119,1677,55422,10,0
1120,1677,20356,9,0
1121,1677,14367,8,0
1122,1677,29309,7,0
1123,1677,14299,6,0
1124,1677,18908,5,0
1125,1677,35787,4,0
1126,1677,15970,3,0
1127,1677,39752,2,0
1128,1677,4508,1,0
1129,1686,14367,10,0
1130,1686,36767,9,0
1131,1686,39752,8,0
1132,1686,30280,7,0
1133,1686,20356,6,0
1134,1686,30239,5,0
1135,1686,55422,4,0
1136,1686,18908,3,0
1137,1686,29839,2,0
1138,1686,4508,1,0
1139,1694,14367,10,0
1140,1694,15970,9,0
1141,1694,14492,8,0
1142,1694,23848,7,0
1143,1694,36767,6,0
1144,1694,15946,5,0
1145,1694,39752,4,0
1146,1694,18908,3,0
1147,1694,4820,2,0
1148,1694,55422,1,0
1149,1696,14367,10,0
1150,1696,15970,9,0
1151,1696,18908,8,0
1152,1696,39752,7,0
1153,1696,36767,6,0
1154,1696,14492,5,0
1155,1696,55422,4,0
1156,1696,14299,3,0
1157,1696,20356,2,0
1158,1696,4508,1,0
1159,1700,55422,10,0
1160,1700,4508,9,0
1161,1700,39752,8,0
1162,1700,5950,7,0
1163,1700,14367,6,0
1164,1700,31470,5,0
1165,1700,14299,4,0
1166,1700,50305,3,0
1167,1700,18908,2,0
1168,1700,20356,1,0
1169,1703,26488,10,0
1170,1703,29839,9,0
1171,1703,30239,8,0
1172,1703,30280,7,0
1173,1703,18908,6,0
1174,1703,29309,5,0
1175,1703,14299,4,0
1176,1703,20356,3,0
1177,1703,35787,2,0
1178,1703,42013,1,0
1179,1708,30239,10,0
1180,1708,29839,9,0
1181,1708,53593,8,0
1182,1708,53602,7,0
1183,1708,8773,6,0
1184,1708,30280,5,0
1185,1708,5950,4,0
1186,1708,33156,3,0
1187,1708,30999,2,0
1188,1708,46883,1,0
1189,1709,20356,10,0
1190,1709,14367,9,0
1191,1709,55422,8,0
1192,1709,31470,7,0
1193,1709,39752,6,0
1194,1709,15970,5,0
1195,1709,4820,4,0
1196,1709,29309,3,0
1197,1709,62,2,0
1198,1709,18908,1,0
1199,1713,30280,10,0
1200,1713,8773,9,0
1201,1713,5950,8,0
1202,1713,30239,7,0
